spiece.model: 100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████| 792k/792k [00:00<00:00, 3.59MB/s]
tokenizer.json: 100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████| 1.39M/1.39M [00:00<00:00, 4.21MB/s]
config.json: 100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████| 1.21k/1.21k [00:00<00:00, 3.17MB/s]
Downloading readme: 100%|███████████████████████████████████████████████████████████████████████████████████████████████████████| 15.6k/15.6k [00:00<00:00, 15.9MB/s]










Downloading data: 100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████| 257M/257M [00:22<00:00, 11.2MB/s]










Downloading data: 100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████| 257M/257M [00:22<00:00, 11.4MB/s]











Downloading data: 100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████| 259M/259M [00:23<00:00, 11.3MB/s]

Downloading data: 100%|█████████████████████████████████████████████████████████████████████████████████████████████████████████| 34.7M/34.7M [00:03<00:00, 11.0MB/s]
Downloading data: 100%|█████████████████████████████████████████████████████████████████████████████████████████████████████████| 30.0M/30.0M [00:02<00:00, 10.9MB/s]

Generating train split: 100%|██████████████████████████████████████████████████████████████████████████████████████| 287113/287113 [00:04<00:00, 63961.46 examples/s]
Generating validation split: 100%|███████████████████████████████████████████████████████████████████████████████████| 13368/13368 [00:00<00:00, 61276.49 examples/s]
Generating test split: 100%|█████████████████████████████████████████████████████████████████████████████████████████| 11490/11490 [00:00<00:00, 65823.60 examples/s]






































model.safetensors: 100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████| 892M/892M [01:17<00:00, 11.5MB/s]
generation_config.json: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 147/147 [00:00<00:00, 358kB/s]
Truncation was not explicitly activated but `max_length` is provided a specific value, please use `truncation=True` to explicitly truncate examples to max length. Defaulting to 'longest_first' truncation strategy. If you encode pairs of sequences (GLUE-style) with the tokenizer you can select this strategy more precisely by providing a specific strategy to `truncation`.
/home/iarroyof/miniconda3/envs/pt/lib/python3.11/site-packages/transformers/tokenization_utils_base.py:2674: FutureWarning: The `pad_to_max_length` argument is deprecated and will be removed in a future version, use `padding=True` or `padding='longest'` to pad to the longest sequence in the batch, or use `padding='max_length'` to pad to a max length. In this case, you can give a specific length with `max_length` (e.g. `max_length=45`) or leave max_length to None to pad to the maximal input size of the model (e.g. 512 for Bert).
  warnings.warn(
<torch.utils.data.dataloader.DataLoader object at 0x7bf148376dd0>
Epoch:0 | Loss:10.135592460632324
Epoch:0 | Loss:2.9809420108795166
Epoch:0 | Loss:3.499951124191284
Epoch:0 | Loss:2.393631935119629
Epoch:0 | Loss:2.7882132530212402
Epoch:0 | Loss:2.8210227489471436
Epoch:0 | Loss:2.0656373500823975
Epoch:0 | Loss:2.127786159515381
Epoch:0 | Loss:2.0565085411071777
Epoch:0 | Loss:2.666917562484741
Epoch:0 | Loss:2.7466485500335693
Epoch:0 | Loss:1.838732123374939
Epoch:0 | Loss:1.5108317136764526
Epoch:0 | Loss:2.5921506881713867
Epoch:0 | Loss:2.8853936195373535
Epoch:0 | Loss:2.196232795715332
Epoch:0 | Loss:1.8332362174987793
Epoch:0 | Loss:2.5613667964935303
Epoch:0 | Loss:2.9075520038604736
Epoch:0 | Loss:2.5799481868743896
Epoch:0 | Loss:2.175328254699707
Epoch:0 | Loss:2.1603403091430664
Epoch:0 | Loss:2.226688861846924
Epoch:0 | Loss:2.4758689403533936
Epoch:0 | Loss:1.988906741142273
Epoch:0 | Loss:1.8563956022262573
Epoch:0 | Loss:2.3720364570617676
Epoch:0 | Loss:2.3543074131011963
Epoch:0 | Loss:2.4685375690460205
Epoch:0 | Loss:2.4760379791259766
Epoch:0 | Loss:2.56603741645813
Epoch:0 | Loss:2.021453380584717
Epoch:0 | Loss:2.309955358505249
Epoch:0 | Loss:2.1377487182617188
Epoch:0 | Loss:2.1748101711273193
Epoch:0 | Loss:2.220038890838623
Epoch:0 | Loss:2.0982487201690674
Epoch:0 | Loss:1.7384107112884521
Epoch:0 | Loss:1.8160605430603027
Epoch:0 | Loss:2.6566834449768066
Epoch:0 | Loss:2.0370266437530518
Epoch:0 | Loss:2.2635695934295654
Epoch:0 | Loss:2.1864967346191406
Epoch:0 | Loss:2.295877695083618
Epoch:0 | Loss:1.7487293481826782
Epoch:0 | Loss:2.1300621032714844
Epoch:0 | Loss:1.8078134059906006
Epoch:0 | Loss:2.168631076812744
Epoch:0 | Loss:2.4235496520996094
Epoch:0 | Loss:2.6883552074432373
Epoch:0 | Loss:2.0558924674987793
Epoch:0 | Loss:2.2919301986694336
Epoch:0 | Loss:2.1734604835510254
Epoch:0 | Loss:2.6125166416168213
Epoch:0 | Loss:2.5023672580718994
Epoch:0 | Loss:2.5753657817840576
Epoch:0 | Loss:2.2560486793518066
Epoch:0 | Loss:2.6548657417297363
Epoch:0 | Loss:2.08243727684021
Epoch:0 | Loss:2.2469332218170166
Epoch:0 | Loss:2.497748851776123
Epoch:0 | Loss:1.6785858869552612
Epoch:0 | Loss:1.867385745048523
Epoch:0 | Loss:2.505664825439453
Epoch:0 | Loss:2.3391764163970947
Epoch:0 | Loss:2.192171812057495
Epoch:0 | Loss:2.2484025955200195
Epoch:0 | Loss:1.8723218441009521
Epoch:0 | Loss:2.1015923023223877
Epoch:0 | Loss:1.7086131572723389
Epoch:0 | Loss:2.4026920795440674
Epoch:0 | Loss:1.7076929807662964
