Truncation was not explicitly activated but `max_length` is provided a specific value, please use `truncation=True` to explicitly truncate examples to max length. Defaulting to 'longest_first' truncation strategy. If you encode pairs of sequences (GLUE-style) with the tokenizer you can select this strategy more precisely by providing a specific strategy to `truncation`.
/home/iarroyof/miniconda3/envs/pt/lib/python3.11/site-packages/transformers/tokenization_utils_base.py:2674: FutureWarning: The `pad_to_max_length` argument is deprecated and will be removed in a future version, use `padding=True` or `padding='longest'` to pad to the longest sequence in the batch, or use `padding='max_length'` to pad to a max length. In this case, you can give a specific length with `max_length` (e.g. `max_length=45`) or leave max_length to None to pad to the maximal input size of the model (e.g. 512 for Bert).
  warnings.warn(
Epoch: 0 | Train Loss: 10.747819900512695
Epoch: 0 | Train Loss: 3.532057285308838
Epoch: 0 | Train Loss: 2.4003753662109375
Epoch: 0 | Train Loss: 2.0045278072357178
Epoch: 0 | Train Loss: 3.1838674545288086
Epoch: 0 | Train Loss: 2.17500376701355
Epoch: 0 | Train Loss: 2.1517493724823
Epoch: 0 | Train Loss: 2.282778739929199
Epoch: 0 | Train Loss: 1.5975991487503052
Epoch: 0 | Train Loss: 2.9272754192352295
Epoch: 0 | Train Loss: 2.887486457824707
Epoch: 0 | Train Loss: 2.3857855796813965
Epoch: 0 | Train Loss: 2.747246026992798
Epoch: 0 | Train Loss: 2.216542959213257
Epoch: 0 | Train Loss: 2.4209368228912354
Epoch: 0 | Train Loss: 2.219301700592041
Epoch: 0 | Train Loss: 2.035396099090576
Epoch: 0 | Train Loss: 2.528294563293457
Epoch: 0 | Train Loss: 2.471886396408081
Epoch: 0 | Train Loss: 2.3896586894989014
Epoch: 0 | Train Loss: 2.1624512672424316
Epoch: 0 | Train Loss: 2.03411865234375
Epoch: 0 | Train Loss: 2.268752098083496
Epoch: 0 | Train Loss: 1.554728627204895
Epoch: 0 | Train Loss: 2.2854630947113037
Epoch: 0 | Train Loss: 2.1664154529571533
Epoch: 0 | Train Loss: 2.001481056213379
Epoch: 0 | Train Loss: 2.3048086166381836
Epoch: 0 | Train Loss: 1.8611268997192383
Epoch: 0 | Train Loss: 1.5987091064453125
Epoch: 0 | Train Loss: 2.7998969554901123
Epoch: 0 | Train Loss: 1.8677386045455933
Epoch: 0 | Train Loss: 1.3104157447814941
Epoch: 0 | Train Loss: 2.7138583660125732
Epoch: 0 | Train Loss: 1.9694209098815918
Epoch: 0 | Train Loss: 2.1524245738983154
Epoch: 0 | Train Loss: 1.690101146697998
Epoch: 0 | Train Loss: 2.6386711597442627
Epoch: 0 | Train Loss: 2.0036306381225586
Epoch: 0 | Train Loss: 2.8791632652282715
Epoch: 0 | Train Loss: 2.3596742153167725
Epoch: 0 | Train Loss: 2.968432903289795
Epoch: 0 | Train Loss: 1.8127846717834473
Epoch: 0 | Train Loss: 2.176171064376831
Epoch: 0 | Train Loss: 2.0446407794952393
Epoch: 0 | Train Loss: 2.2450528144836426
Epoch: 0 | Train Loss: 2.1527795791625977
Epoch: 0 | Train Loss: 2.6005778312683105
Epoch: 0 | Train Loss: 1.7249524593353271
Epoch: 0 | Train Loss: 2.171556234359741
Epoch: 0 | Train Loss: 2.315958261489868
Epoch: 0 | Train Loss: 2.1726431846618652
Epoch: 0 | Train Loss: 2.4331214427948
Epoch: 0 | Train Loss: 2.2490932941436768
Epoch: 0 | Train Loss: 1.6840224266052246
Epoch: 0 | Train Loss: 2.631232500076294
Epoch: 0 | Train Loss: 1.7701233625411987
Epoch: 0 | Train Loss: 2.34250545501709
Epoch: 0 | Train Loss: 2.4226152896881104
Epoch: 0 | Train Loss: 2.4655380249023438
Epoch: 0 | Train Loss: 1.9550269842147827
Epoch: 0 | Train Loss: 2.1039469242095947
Epoch: 0 | Train Loss: 2.2814741134643555
Epoch: 0 | Train Loss: 1.708450436592102
Epoch: 0 | Train Loss: 2.3301351070404053
Epoch: 0 | Train Loss: 2.4193966388702393
Epoch: 0 | Train Loss: 1.7343131303787231
Epoch: 0 | Train Loss: 2.040607213973999
Epoch: 0 | Train Loss: 2.5272841453552246
Epoch: 0 | Train Loss: 2.1667943000793457
Epoch: 0 | Train Loss: 2.160799503326416
Epoch: 0 | Train Loss: 1.4776699542999268
Epoch: 0 | Train Loss: 2.192934989929199
Epoch: 0 | Train Loss: 1.9879997968673706
Epoch: 0 | Train Loss: 2.528315782546997
Epoch: 0 | Train Loss: 2.065863609313965
Epoch: 0 | Train Loss: 1.5441689491271973
Epoch: 0 | Train Loss: 1.6747268438339233
